train_no,train_name,route_type,date,season,station,sched_arr,sched_dep,actual_arr,actual_dep,delay_min,causes
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-21,normal,LDH,10:52,10:54,10:59,11:01,7.2,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-21,normal,JUC,11:28,11:30,11:32,11:34,4.3,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-21,normal,ASR,12:40,,12:52,,12.0,signal_halt
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-22,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-22,normal,ASN,19:03,19:08,19:05,19:10,2.1,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-22,normal,DHN,20:03,20:08,20:05,20:10,2.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-22,normal,GAYA,22:23,22:28,22:25,22:30,1.7,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-22,normal,DDU,00:08,00:18,00:11,00:21,2.6,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-22,normal,CNB,04:33,04:38,04:33,04:38,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-22,normal,NDLS,10:00,,10:08,,8.3,signal_halt
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-22,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-22,normal,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-22,normal,RTM,23:38,23:40,23:38,23:40,0.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-22,normal,KOTA,02:00,02:05,02:06,02:11,6.3,temporary_speed_restriction
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-22,normal,NDLS,08:35,,08:41,,6.0,
10103,Mandovi Express,single_line_coastal,2024-04-22,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-22,normal,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-22,normal,ROHA,09:23,09:25,09:28,09:30,4.9,
10103,Mandovi Express,single_line_coastal,2024-04-22,normal,RN,13:05,13:10,13:20,13:25,15.2,weather
10103,Mandovi Express,single_line_coastal,2024-04-22,normal,MAO,18:10,,18:17,,7.4,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-22,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-22,normal,UMB,09:40,09:42,09:41,09:43,1.5,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-22,normal,LDH,10:52,10:54,10:52,10:54,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-22,normal,JUC,11:28,11:30,11:28,11:30,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-22,normal,ASR,12:40,,12:40,,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-23,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-23,normal,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-23,normal,DHN,20:03,20:08,20:05,20:10,1.9,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-23,normal,GAYA,22:23,22:28,22:24,22:29,1.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-23,normal,DDU,00:08,00:18,00:14,00:24,5.5,congestion_preceding_train
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-23,normal,CNB,04:33,04:38,04:34,04:39,1.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-23,normal,NDLS,10:00,,10:00,,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-23,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-23,normal,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-23,normal,RTM,23:38,23:40,23:42,23:44,3.5,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-23,normal,KOTA,02:00,02:05,02:12,02:17,11.8,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-23,normal,NDLS,08:35,,09:01,,26.3,
10103,Mandovi Express,single_line_coastal,2024-04-23,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-23,normal,PNVL,08:12,08:15,08:14,08:17,2.0,
10103,Mandovi Express,single_line_coastal,2024-04-23,normal,ROHA,09:23,09:25,09:25,09:27,1.9,
10103,Mandovi Express,single_line_coastal,2024-04-23,normal,RN,13:05,13:10,13:12,13:17,6.7,congestion_preceding_train
10103,Mandovi Express,single_line_coastal,2024-04-23,normal,MAO,18:10,,18:10,,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-23,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-23,normal,UMB,09:40,09:42,09:40,09:42,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-23,normal,LDH,10:52,10:54,10:54,10:56,1.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-23,normal,JUC,11:28,11:30,11:28,11:30,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-23,normal,ASR,12:40,,12:41,,1.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-24,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-24,normal,ASN,19:03,19:08,19:07,19:12,4.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-24,normal,DHN,20:03,20:08,20:07,20:12,4.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-24,normal,GAYA,22:23,22:28,22:25,22:30,2.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-24,normal,DDU,00:08,00:18,00:09,00:19,1.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-24,normal,CNB,04:33,04:38,04:33,04:38,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-24,normal,NDLS,10:00,,10:12,,12.1,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-24,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-24,normal,BRC,21:24,21:29,21:28,21:33,3.8,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-24,normal,RTM,23:38,23:40,23:45,23:47,7.2,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-24,normal,KOTA,02:00,02:05,02:14,02:19,14.4,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-24,normal,NDLS,08:35,,08:40,,5.4,
10103,Mandovi Express,single_line_coastal,2024-04-24,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-24,normal,PNVL,08:12,08:15,08:13,08:16,0.8,
10103,Mandovi Express,single_line_coastal,2024-04-24,normal,ROHA,09:23,09:25,09:26,09:28,3.1,chain_pulling_other
10103,Mandovi Express,single_line_coastal,2024-04-24,normal,RN,13:05,13:10,13:17,13:22,12.2,temporary_speed_restriction
10103,Mandovi Express,single_line_coastal,2024-04-24,normal,MAO,18:10,,18:10,,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-24,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-24,normal,UMB,09:40,09:42,09:40,09:42,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-24,normal,LDH,10:52,10:54,11:07,11:09,14.8,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-24,normal,JUC,11:28,11:30,11:39,11:41,10.6,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-24,normal,ASR,12:40,,12:50,,9.6,chain_pulling_other
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-25,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-25,normal,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-25,normal,DHN,20:03,20:08,20:03,20:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-25,normal,GAYA,22:23,22:28,22:23,22:28,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-25,normal,DDU,00:08,00:18,00:09,00:19,0.9,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-25,normal,CNB,04:33,04:38,04:33,04:38,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-25,normal,NDLS,10:00,,10:05,,4.9,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-25,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-25,normal,BRC,21:24,21:29,21:29,21:34,4.6,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-25,normal,RTM,23:38,23:40,23:41,23:43,2.8,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-25,normal,KOTA,02:00,02:05,02:12,02:17,12.2,temporary_speed_restriction
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-25,normal,NDLS,08:35,,08:52,,16.9,
10103,Mandovi Express,single_line_coastal,2024-04-25,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-25,normal,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-25,normal,ROHA,09:23,09:25,09:23,09:25,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-25,normal,RN,13:05,13:10,13:08,13:13,3.0,
10103,Mandovi Express,single_line_coastal,2024-04-25,normal,MAO,18:10,,18:23,,12.6,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-25,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-25,normal,UMB,09:40,09:42,09:47,09:49,6.6,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-25,normal,LDH,10:52,10:54,10:55,10:57,2.7,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-25,normal,JUC,11:28,11:30,11:29,11:31,0.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-25,normal,ASR,12:40,,12:40,,0.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-26,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-26,normal,ASN,19:03,19:08,19:05,19:10,2.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-26,normal,DHN,20:03,20:08,20:04,20:09,1.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-26,normal,GAYA,22:23,22:28,22:23,22:28,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-26,normal,DDU,00:08,00:18,00:13,00:23,4.8,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-26,normal,CNB,04:33,04:38,04:36,04:41,3.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-26,normal,NDLS,10:00,,10:06,,6.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-26,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-26,normal,BRC,21:24,21:29,21:28,21:33,3.7,signal_halt
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-26,normal,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-26,normal,KOTA,02:00,02:05,02:00,02:05,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-26,normal,NDLS,08:35,,08:38,,3.5,
10103,Mandovi Express,single_line_coastal,2024-04-26,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-26,normal,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-26,normal,ROHA,09:23,09:25,09:31,09:33,7.7,signal_halt
10103,Mandovi Express,single_line_coastal,2024-04-26,normal,RN,13:05,13:10,13:07,13:12,1.5,
10103,Mandovi Express,single_line_coastal,2024-04-26,normal,MAO,18:10,,18:10,,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-26,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-26,normal,UMB,09:40,09:42,09:46,09:48,5.7,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-26,normal,LDH,10:52,10:54,10:58,11:00,5.7,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-26,normal,JUC,11:28,11:30,11:31,11:33,3.2,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-26,normal,ASR,12:40,,12:41,,1.2,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-27,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-27,normal,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-27,normal,DHN,20:03,20:08,20:04,20:09,0.7,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-27,normal,GAYA,22:23,22:28,22:31,22:36,7.6,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-27,normal,DDU,00:08,00:18,00:09,00:19,1.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-27,normal,CNB,04:33,04:38,04:33,04:38,0.0,signal_halt
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-27,normal,NDLS,10:00,,10:00,,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-27,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-27,normal,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-27,normal,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-27,normal,KOTA,02:00,02:05,02:16,02:21,16.3,congestion_preceding_train
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-27,normal,NDLS,08:35,,08:59,,24.4,
10103,Mandovi Express,single_line_coastal,2024-04-27,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-27,normal,PNVL,08:12,08:15,08:16,08:19,3.9,
10103,Mandovi Express,single_line_coastal,2024-04-27,normal,ROHA,09:23,09:25,09:23,09:25,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-27,normal,RN,13:05,13:10,13:09,13:14,4.4,
10103,Mandovi Express,single_line_coastal,2024-04-27,normal,MAO,18:10,,18:10,,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-27,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-27,normal,UMB,09:40,09:42,09:50,09:52,10.1,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-27,normal,LDH,10:52,10:54,10:59,11:01,6.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-27,normal,JUC,11:28,11:30,11:33,11:35,4.6,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-27,normal,ASR,12:40,,12:47,,6.7,signal_halt
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-28,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-28,normal,ASN,19:03,19:08,19:06,19:11,3.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-28,normal,DHN,20:03,20:08,20:06,20:11,2.9,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-28,normal,GAYA,22:23,22:28,22:25,22:30,2.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-28,normal,DDU,00:08,00:18,00:18,00:28,10.3,crew_changeover_delay
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-28,normal,CNB,04:33,04:38,04:45,04:50,11.6,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-28,normal,NDLS,10:00,,10:06,,5.8,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-28,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-28,normal,BRC,21:24,21:29,21:29,21:34,4.7,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-28,normal,RTM,23:38,23:40,23:52,23:54,13.5,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-28,normal,KOTA,02:00,02:05,02:12,02:17,11.6,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-28,normal,NDLS,08:35,,08:38,,2.7,
10103,Mandovi Express,single_line_coastal,2024-04-28,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-28,normal,PNVL,08:12,08:15,08:13,08:16,0.8,
10103,Mandovi Express,single_line_coastal,2024-04-28,normal,ROHA,09:23,09:25,09:23,09:25,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-28,normal,RN,13:05,13:10,13:29,13:34,24.3,temporary_speed_restriction
10103,Mandovi Express,single_line_coastal,2024-04-28,normal,MAO,18:10,,18:18,,8.4,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-28,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-28,normal,UMB,09:40,09:42,09:43,09:45,2.7,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-28,normal,LDH,10:52,10:54,11:00,11:02,8.2,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-28,normal,JUC,11:28,11:30,11:38,11:40,10.2,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-28,normal,ASR,12:40,,12:45,,4.9,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-29,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-29,normal,ASN,19:03,19:08,19:08,19:13,4.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-29,normal,DHN,20:03,20:08,20:12,20:17,8.6,signal_halt
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-29,normal,GAYA,22:23,22:28,22:30,22:35,6.6,chain_pulling_other
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-29,normal,DDU,00:08,00:18,00:10,00:20,2.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-29,normal,CNB,04:33,04:38,04:34,04:39,1.2,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-29,normal,NDLS,10:00,,10:00,,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-29,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-29,normal,BRC,21:24,21:29,21:26,21:31,1.7,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-29,normal,RTM,23:38,23:40,23:38,23:40,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-29,normal,KOTA,02:00,02:05,02:02,02:07,2.4,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-29,normal,NDLS,08:35,,08:35,,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-29,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-29,normal,PNVL,08:12,08:15,08:13,08:16,0.5,
10103,Mandovi Express,single_line_coastal,2024-04-29,normal,ROHA,09:23,09:25,09:23,09:25,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-29,normal,RN,13:05,13:10,13:10,13:15,5.3,signal_halt
10103,Mandovi Express,single_line_coastal,2024-04-29,normal,MAO,18:10,,18:16,,5.5,chain_pulling_other
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-29,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-29,normal,UMB,09:40,09:42,09:46,09:48,6.1,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-29,normal,LDH,10:52,10:54,10:57,10:59,4.6,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-29,normal,JUC,11:28,11:30,11:30,11:32,1.8,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-29,normal,ASR,12:40,,12:47,,7.5,chain_pulling_other
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-30,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-30,normal,ASN,19:03,19:08,19:07,19:12,3.9,chain_pulling_other
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-30,normal,DHN,20:03,20:08,20:06,20:11,3.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-30,normal,GAYA,22:23,22:28,22:32,22:37,8.5,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-30,normal,DDU,00:08,00:18,00:10,00:20,1.8,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-30,normal,CNB,04:33,04:38,04:33,04:38,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-04-30,normal,NDLS,10:00,,10:00,,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-30,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-30,normal,BRC,21:24,21:29,21:24,21:29,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-30,normal,RTM,23:38,23:40,23:40,23:42,2.5,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-30,normal,KOTA,02:00,02:05,02:03,02:08,3.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-04-30,normal,NDLS,08:35,,08:37,,2.1,
10103,Mandovi Express,single_line_coastal,2024-04-30,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-04-30,normal,PNVL,08:12,08:15,08:13,08:16,1.4,
10103,Mandovi Express,single_line_coastal,2024-04-30,normal,ROHA,09:23,09:25,09:24,09:26,0.7,
10103,Mandovi Express,single_line_coastal,2024-04-30,normal,RN,13:05,13:10,13:14,13:19,8.6,
10103,Mandovi Express,single_line_coastal,2024-04-30,normal,MAO,18:10,,18:10,,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-30,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-30,normal,UMB,09:40,09:42,09:40,09:42,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-30,normal,LDH,10:52,10:54,10:57,10:59,5.4,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-30,normal,JUC,11:28,11:30,11:36,11:38,7.8,chain_pulling_other
12013,Amritsar Shatabdi Express,double_line_trunk,2024-04-30,normal,ASR,12:40,,13:10,,30.0,weather
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-01,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-01,normal,ASN,19:03,19:08,19:06,19:11,2.8,signal_halt
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-01,normal,DHN,20:03,20:08,20:06,20:11,2.9,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-01,normal,GAYA,22:23,22:28,22:31,22:36,7.8,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-01,normal,DDU,00:08,00:18,00:12,00:22,4.2,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-01,normal,CNB,04:33,04:38,04:46,04:51,13.3,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-01,normal,NDLS,10:00,,10:10,,9.6,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-01,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-01,normal,BRC,21:24,21:29,21:41,21:46,16.9,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-01,normal,RTM,23:38,23:40,23:50,23:52,12.2,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-01,normal,KOTA,02:00,02:05,02:22,02:27,22.1,signal_halt
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-01,normal,NDLS,08:35,,08:45,,10.2,
10103,Mandovi Express,single_line_coastal,2024-05-01,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-05-01,normal,PNVL,08:12,08:15,08:13,08:16,1.0,
10103,Mandovi Express,single_line_coastal,2024-05-01,normal,ROHA,09:23,09:25,09:24,09:26,0.7,
10103,Mandovi Express,single_line_coastal,2024-05-01,normal,RN,13:05,13:10,13:09,13:14,4.4,
10103,Mandovi Express,single_line_coastal,2024-05-01,normal,MAO,18:10,,18:23,,13.3,signal_halt
12013,Amritsar Shatabdi Express,double_line_trunk,2024-05-01,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-05-01,normal,UMB,09:40,09:42,09:52,09:54,11.5,congestion_preceding_train
12013,Amritsar Shatabdi Express,double_line_trunk,2024-05-01,normal,LDH,10:52,10:54,10:59,11:01,7.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-05-01,normal,JUC,11:28,11:30,11:32,11:34,4.1,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-05-01,normal,ASR,12:40,,12:43,,3.4,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-02,normal,HWH,,16:50,,16:50,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-02,normal,ASN,19:03,19:08,19:03,19:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-02,normal,DHN,20:03,20:08,20:03,20:08,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-02,normal,GAYA,22:23,22:28,22:23,22:28,0.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-02,normal,DDU,00:08,00:18,00:09,00:19,1.0,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-02,normal,CNB,04:33,04:38,04:37,04:42,3.7,
12301,Howrah Rajdhani Express,double_line_trunk,2024-05-02,normal,NDLS,10:00,,10:00,,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-02,normal,BCT,,17:00,,17:00,0.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-02,normal,BRC,21:24,21:29,21:31,21:36,6.7,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-02,normal,RTM,23:38,23:40,23:39,23:41,1.3,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-02,normal,KOTA,02:00,02:05,02:05,02:10,5.0,
12951,Mumbai Rajdhani Express,double_line_trunk,2024-05-02,normal,NDLS,08:35,,08:55,,20.0,
10103,Mandovi Express,single_line_coastal,2024-05-02,normal,CSMT,,07:10,,07:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-05-02,normal,PNVL,08:12,08:15,08:12,08:15,0.0,
10103,Mandovi Express,single_line_coastal,2024-05-02,normal,ROHA,09:23,09:25,09:23,09:25,0.0,
10103,Mandovi Express,single_line_coastal,2024-05-02,normal,RN,13:05,13:10,13:05,13:10,0.0,
10103,Mandovi Express,single_line_coastal,2024-05-02,normal,MAO,18:10,,18:13,,3.3,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-05-02,normal,NDLS,,07:20,,07:20,0.0,
12013,Amritsar Shatabdi Express,double_line_trunk,2024-05-02,normal,UMB,09:40,09:42,09:49,09:51,9.4,
